id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
70,753,251,616,54,14,260.0,618.75,0.9488828182220459,0.9868074059486389,0,0,1280,720
71,2528,1245,630,34,89,1260.0,686.25,0.9464703798294067,0.976935088634491,0,0,1280,720
72,49032,132,41,111,465,140.0,371.25,0.9464503526687622,0.9827879071235657,0,0,1280,720
73,2156,768,478,59,60,820.0,528.75,0.9462059140205383,0.9784106612205505,0,0,1280,720
74,1299,10,607,35,43,20.0,641.25,0.9453539252281189,0.973504900932312,0,0,1280,720
75,1934,1098,653,37,65,1100.0,663.75,0.945182204246521,0.9715157747268677,0,0,1280,720
76,3972,905,78,82,135,940.0,191.25,0.9437863826751709,0.9737363457679749,0,0,1280,720
77,2729,1077,654,66,65,1100.0,686.25,0.943027138710022,0.9611091017723083,0,0,1280,720
78,3435,1254,410,25,143,1260.0,438.75,0.9409323334693909,0.9704362750053406,0,0,1280,720
79,6427,279,61,207,410,380.0,393.75,0.9408811330795288,0.9567592144012451,0,0,1280,720
80,5643,412,440,78,141,460.0,483.75,0.9406543970108032,0.9531142115592957,0,0,1280,720
81,2194,1124,515,66,58,1180.0,551.25,0.9379653930664062,0.9690443873405457,0,0,1280,720
82,1898,55,614,41,61,60.0,641.25,0.9375397562980652,0.961280345916748,0,0,1280,720
83,2957,918,523,102,65,940.0,551.25,0.9344260096549988,0.9521610140800476,0,0,1280,720
84,226,574,143,13,17,580.0,146.25,0.9341225028038025,0.9868420958518982,0,0,1280,720
85,1499,1172,684,49,35,1180.0,708.75,0.9312637448310852,0.9651315808296204,0,0,1280,720
86,1010,809,647,31,42,820.0,663.75,0.9293917417526245,0.9794319272041321,0,0,1280,720
87,7451,753,458,84,182,780.0,506.25,0.927541971206665,0.9601898193359375,0,0,1280,720
88,4818,342,70,64,402,380.0,371.25,0.9268234372138977,0.9660184383392334,0,0,1280,720
89,286,1168,570,23,14,1180.0,573.75,0.9250238537788391,0.9862068891525269,0,0,1280,720
90,12328,0,608,144,111,60.0,686.25,0.9247878789901733,0.9769976735115051,0,0,1280,720
91,431,402,183,20,27,420.0,191.25,0.9245918393135071,0.9794050455093384,0,0,1280,720
92,810,342,460,65,12,380.0,461.25,0.9241772294044495,0.9901477694511414,0,0,1280,720
93,2561,1111,0,48,63,1140.0,11.25,0.9236345887184143,0.9723396301269531,0,0,1280,720
94,314,412,438,24,17,420.0,438.75,0.9229418039321899,0.9558359384536743,0,0,1280,720
95,2655,978,651,81,68,1060.0,708.75,0.9226647615432739,0.9670370221138,0,0,1280,720
96,3939,0,607,45,111,20.0,663.75,0.9218297600746155,0.9643569588661194,0,0,1280,720
97,68661,0,31,198,520,20.0,483.75,0.9215881824493408,0.9515685439109802,0,0,1280,720
98,11101,0,30,131,89,60.0,56.25,0.9208736419677734,0.9717795848846436,0,0,1280,720
99,1077,876,689,37,30,900.0,708.75,0.9196389317512512,0.9788796901702881,0,0,1280,720
100,774,606,651,31,32,620.0,663.75,0.9183467030525208,0.9582806825637817,0,0,1280,720
101,1008,702,694,49,25,740.0,708.75,0.918148934841156,0.9523346424102783,0,0,1280,720
102,68513,0,30,134,521,20.0,236.25,0.9179551601409912,0.9808595180511475,0,0,1280,720
103,668,801,584,32,47,820.0,596.25,0.9174023270606995,0.957602322101593,0,0,1280,720
104,303,809,626,28,14,820.0,641.25,0.9172547459602356,0.9708737730979919,0,0,1280,720
105,1571,740,0,28,59,740.0,56.25,0.9136527180671692,0.9611285328865051,0,0,1280,720
106,566,413,451,22,51,420.0,461.25,0.912779688835144,0.9636048674583435,0,0,1280,720
107,11143,0,30,131,217,100.0,101.25,0.9113672375679016,0.9506086707115173,0,0,1280,720
108,328,640,429,25,19,660.0,438.75,0.9113503098487854,0.9646017551422119,0,0,1280,720
109,231,902,565,31,11,900.0,573.75,0.9108409285545349,0.9535865187644958,0,0,1280,720
110,668,810,532,24,45,820.0,551.25,0.909843921661377,0.9631268382072449,0,0,1280,720
111,501,920,496,22,28,940.0,506.25,0.9066784977912903,0.9783890247344971,0,0,1280,720
112,258,455,502,29,13,460.0,506.25,0.9054310917854309,0.9695817232131958,0,0,1280,720
113,31375,132,42,70,464,140.0,123.75,0.902249813079834,0.964557409286499,0,0,1280,720
114,4922,55,614,90,105,140.0,708.75,0.9021505117416382,0.9625498056411743,0,0,1280,720
115,804,637,686,25,33,660.0,686.25,0.8996914029121399,0.9586374759674072,0,0,1280,720
116,918,1122,450,31,66,1140.0,461.25,0.8992059230804443,0.9616204500198364,0,0,1280,720
117,802,639,437,32,81,660.0,506.25,0.8989102244377136,0.9632803201675415,0,0,1280,720
118,396,766,599,27,21,780.0,618.75,0.8895494341850281,0.96277916431427,0,0,1280,720
119,1331,628,595,89,30,660.0,618.75,0.8882442116737366,0.9639706015586853,0,0,1280,720
120,243,566,518,23,12,580.0,528.75,0.8877853751182556,0.9877551198005676,0,0,1280,720
121,1528,569,475,42,65,580.0,506.25,0.886996865272522,0.9602309465408325,0,0,1280,720
122,1676,911,439,41,85,940.0,506.25,0.8856346607208252,0.950408399105072,0,0,1280,720
