id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
43,1083,533,122,42,33,540.0,146.25,0.9625800848007202,0.9780821800231934,0,0,1280,720
44,11787,0,409,102,148,20.0,506.25,0.9623619318008423,0.9521685242652893,0,0,1280,720
45,1867,977,660,37,59,980.0,686.25,0.962128758430481,0.9734748005867004,0,0,1280,720
46,1215,1069,662,36,39,1100.0,686.25,0.9618351459503174,0.9556809067726135,0,0,1280,720
47,7936,914,391,94,179,980.0,461.25,0.9592440128326416,0.9728484153747559,0,0,1280,720
48,9885,808,431,134,166,860.0,506.25,0.9574116468429565,0.9630659222602844,0,0,1280,720
49,2176,209,570,89,35,260.0,596.25,0.9569177627563477,0.975045382976532,0,0,1280,720
50,3991,857,88,98,135,940.0,168.75,0.9565560817718506,0.9732937812805176,0,0,1280,720
51,1623,359,652,42,45,380.0,686.25,0.9558548331260681,0.9731543660163879,0,0,1280,720
52,8685,0,40,101,89,60.0,56.25,0.955690324306488,0.973059356212616,0,0,1280,720
53,2441,943,406,52,67,980.0,461.25,0.9548051953315735,0.9693301320075989,0,0,1280,720
54,900,579,660,31,34,580.0,686.25,0.9546434879302979,0.9714912176132202,0,0,1280,720
55,3403,829,453,88,67,860.0,506.25,0.9522927403450012,0.9653379321098328,0,0,1280,720
56,1430,1239,659,40,60,1260.0,686.25,0.9520347714424133,0.9826629757881165,0,0,1280,720
57,341,403,231,17,21,420.0,236.25,0.9518673419952393,0.979651153087616,0,0,1280,720
58,13357,1086,0,193,72,1140.0,11.25,0.9517773389816284,0.9762415885925293,0,0,1280,720
59,270,215,538,16,21,220.0,551.25,0.9516737461090088,0.985401451587677,0,0,1280,720
60,5900,763,369,63,169,780.0,416.25,0.9515256881713867,0.9707797765731812,0,0,1280,720
61,9646,460,417,158,183,500.0,461.25,0.9511089324951172,0.9681697487831116,0,0,1280,720
62,13263,650,435,177,202,740.0,506.25,0.9508117437362671,0.9640740752220154,0,0,1280,720
63,349,654,164,17,21,660.0,168.75,0.9507362246513367,0.9801136255264282,0,0,1280,720
64,2595,763,391,53,63,780.0,416.25,0.9503254294395447,0.9748762845993042,0,0,1280,720
65,1139,631,686,38,33,660.0,708.75,0.9500948786735535,0.9739583134651184,0,0,1280,720
66,3575,242,646,68,73,260.0,708.75,0.9497743844985962,0.9724062085151672,0,0,1280,720
67,808,1152,667,38,25,1180.0,686.25,0.9496658444404602,0.984088122844696,0,0,1280,720
68,281,931,702,18,17,940.0,708.75,0.9494431614875793,0.9964538812637329,0,0,1280,720
69,7950,352,386,106,156,420.0,483.75,0.9487088918685913,0.9693928360939026,0,0,1280,720
70,3381,844,663,90,56,900.0,686.25,0.9484528303146362,0.9729257822036743,0,0,1280,720
71,1539,612,686,58,33,620.0,708.75,0.9464726448059082,0.9838501214981079,0,0,1280,720
72,251,458,585,20,15,460.0,596.25,0.9463739395141602,0.992094874382019,0,0,1280,720
73,1686,754,688,77,31,820.0,708.75,0.9459322094917297,0.9747652411460876,0,0,1280,720
74,511,1163,634,51,11,1180.0,641.25,0.9459230303764343,0.9786821603775024,0,0,1280,720
75,80562,0,0,1279,486,860.0,11.25,0.9451931715011597,0.9742966294288635,0,0,1280,720
76,7152,697,455,100,130,740.0,506.25,0.9446598291397095,0.9537327885627747,0,0,1280,720
77,876,567,471,64,15,580.0,483.75,0.9444906115531921,0.9729729890823364,0,0,1280,720
78,2761,442,663,68,56,500.0,708.75,0.9438837766647339,0.9802513718605042,0,0,1280,720
79,209,300,561,15,16,300.0,573.75,0.9419265985488892,0.971563994884491,0,0,1280,720
80,53818,0,40,107,519,100.0,506.25,0.9406135082244873,0.9794716835021973,0,0,1280,720
81,113608,1020,65,259,499,1100.0,213.75,0.9389876127243042,0.9886355400085449,0,0,1280,720
82,49263,104,49,111,467,140.0,303.75,0.9383082389831543,0.9748530983924866,0,0,1280,720
83,198,805,226,13,15,820.0,236.25,0.9380831122398376,0.9849246144294739,0,0,1280,720
84,2468,1238,629,41,90,1260.0,708.75,0.9380422830581665,0.971188485622406,0,0,1280,720
85,1833,1069,662,36,56,1100.0,708.75,0.9377378821372986,0.9651661515235901,0,0,1280,720
86,966,1246,628,33,35,1260.0,641.25,0.9367371797561646,0.9794661402702332,0,0,1280,720
87,3370,844,663,159,56,860.0,708.75,0.936501145362854,0.9661610126495361,0,0,1280,720
88,2807,763,390,53,93,780.0,416.25,0.9360860586166382,0.9529288411140442,0,0,1280,720
89,361,405,193,22,29,420.0,213.75,0.9331406950950623,0.9754098653793335,0,0,1280,720
90,2237,767,453,59,58,780.0,461.25,0.9315289258956909,0.9675153493881226,0,0,1280,720
91,41133,1114,148,118,379,1220.0,168.75,0.927395224571228,0.9717985391616821,0,0,1280,720
92,327,804,620,23,17,820.0,618.75,0.9272894263267517,0.9701492786407471,0,0,1280,720
93,3733,1035,0,51,73,1060.0,56.25,0.9268186092376709,0.9699288010597229,0,0,1280,720
94,4078,848,85,20,374,860.0,371.25,0.9265187382698059,0.9546762704849243,0,0,1280,720
95,1624,345,691,76,28,380.0,708.75,0.9264352917671204,0.9550089836120605,0,0,1280,720
96,305,300,536,13,26,300.0,551.25,0.9233540892601013,0.9737704992294312,0,0,1280,720
97,1432,550,685,58,34,580.0,708.75,0.922613263130188,0.9737750291824341,0,0,1280,720
98,4752,494,443,75,96,540.0,461.25,0.9220356941223145,0.9571751952171326,0,0,1280,720
99,435,374,193,19,27,380.0,213.75,0.921578586101532,0.984054684638977,0,0,1280,720
100,763,970,399,35,32,980.0,416.25,0.9215286374092102,0.9575835466384888,0,0,1280,720
101,2613,371,399,87,50,420.0,438.75,0.920661985874176,0.9505760073661804,0,0,1280,720
102,402,913,578,29,20,940.0,596.25,0.9180481433868408,0.970802903175354,0,0,1280,720
103,224,602,584,18,15,620.0,596.25,0.9169236421585083,0.9867256879806519,0,0,1280,720
104,5884,926,406,80,127,940.0,506.25,0.9166157245635986,0.9542733430862427,0,0,1280,720
105,1938,240,654,42,65,260.0,708.75,0.9149780869483948,0.9521410465240479,0,0,1280,720
106,3143,1084,0,46,73,1100.0,11.25,0.913526713848114,0.9652907848358154,0,0,1280,720
107,5181,1231,313,48,109,1260.0,371.25,0.9127896428108215,0.973774254322052,0,0,1280,720
108,1050,1146,690,45,29,1180.0,708.75,0.9124898314476013,0.9672284722328186,0,0,1280,720
109,653,223,628,53,12,260.0,641.25,0.9114605784416199,0.9772727489471436,0,0,1280,720
110,121319,218,61,415,402,340.0,393.75,0.9089235067367554,0.9501099586486816,0,0,1280,720
111,4574,221,432,92,111,300.0,506.25,0.9083671569824219,0.9631770253181458,0,0,1280,720
112,292,970,390,24,15,980.0,393.75,0.9066737294197083,0.9728813767433167,0,0,1280,720
113,405,979,527,16,33,980.0,551.25,0.9025710821151733,0.9661017060279846,0,0,1280,720
114,8232,0,621,109,98,100.0,708.75,0.9018564224243164,0.9668660163879395,0,0,1280,720
115,3550,914,467,92,68,940.0,483.75,0.9017147421836853,0.9588283896446228,0,0,1280,720
116,2753,64,629,45,90,100.0,708.75,0.9014769196510315,0.9618402123451233,0,0,1280,720
117,673,454,663,31,35,460.0,686.25,0.8999670147895813,0.9524495601654053,0,0,1280,720
118,103219,0,39,216,520,100.0,168.75,0.8957973718643188,0.9748204946517944,0,0,1280,720
119,9537,357,416,261,184,580.0,551.25,0.8916434049606323,0.9596094489097595,0,0,1280,720
120,1122,874,431,38,48,900.0,438.75,0.8912748098373413,0.9666959047317505,0,0,1280,720
121,31256,104,50,69,466,140.0,303.75,0.8910295367240906,0.9614756107330322,0,0,1280,720
122,1862,25,624,40,60,60.0,641.25,0.8862114548683167,0.9542346000671387,0,0,1280,720
123,3806,550,662,120,57,660.0,708.75,0.8844383955001831,0.9520020484924316,0,0,1280,720
124,1614,170,682,49,37,180.0,708.75,0.8801485896110535,0.9511753916740417,0,0,1280,720
