id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
47,9869,354,387,170,194,460.0,461.25,0.9619134664535522,0.9688155651092529,0,0,1280,720
48,1623,656,673,40,46,660.0,686.25,0.9614136219024658,0.9775348901748657,0,0,1280,720
49,11316,559,399,187,208,660.0,483.75,0.9612816572189331,0.9599305987358093,0,0,1280,720
50,394,930,189,17,23,940.0,191.25,0.9612801671028137,0.9824561476707458,0,0,1280,720
51,926,908,699,51,20,940.0,708.75,0.9612299799919128,0.9744136333465576,0,0,1280,720
52,3154,735,442,74,85,780.0,506.25,0.9605816006660461,0.9581654667854309,0,0,1280,720
53,2402,161,0,70,44,180.0,33.75,0.9601139426231384,0.9683908224105835,0,0,1280,720
54,1342,0,543,110,28,20.0,551.25,0.9599420428276062,0.9750733375549316,0,0,1280,720
55,592,971,700,36,19,980.0,708.75,0.9597194790840149,0.9915966391563416,0,0,1280,720
56,5482,565,426,156,73,660.0,483.75,0.9596768021583557,0.9706623554229736,0,0,1280,720
57,14104,0,397,127,149,20.0,506.25,0.9586349129676819,0.9772965908050537,0,0,1280,720
58,2531,587,650,46,69,620.0,686.25,0.9573822021484375,0.9730152487754822,0,0,1280,720
59,36043,1141,131,118,387,1220.0,416.25,0.9568866491317749,0.9548112750053406,0,0,1280,720
60,10843,0,28,127,89,60.0,56.25,0.9568564295768738,0.9719029664993286,0,0,1280,720
61,1450,776,678,44,41,780.0,708.75,0.9547189474105835,0.9829235076904297,0,0,1280,720
62,2133,695,654,49,65,740.0,708.75,0.9546676874160767,0.9767765998840332,0,0,1280,720
63,1472,51,613,39,49,60.0,641.25,0.9544327855110168,0.9744279980659485,0,0,1280,720
64,4376,1096,419,115,71,1140.0,461.25,0.9541511535644531,0.9649831652641296,0,0,1280,720
65,35287,1045,65,173,413,1060.0,236.25,0.9527843594551086,0.9713136553764343,0,0,1280,720
66,7146,1097,420,114,128,1140.0,461.25,0.9526849985122681,0.9523093700408936,0,0,1280,720
67,8945,719,421,94,207,780.0,506.25,0.9520410299301147,0.9662970900535583,0,0,1280,720
68,4083,1250,409,29,144,1260.0,416.25,0.951475203037262,0.9798299074172974,0,0,1280,720
69,3287,0,606,40,103,20.0,686.25,0.9507527351379395,0.9694244861602783,0,0,1280,720
70,2737,1118,479,62,70,1140.0,506.25,0.9501902461051941,0.9708318114280701,0,0,1280,720
71,66281,0,29,129,520,60.0,506.25,0.9496779441833496,0.9797871112823486,0,0,1280,720
72,636,1250,682,29,37,1260.0,708.75,0.9495463371276855,0.98591548204422,0,0,1280,720
73,1192,695,654,35,42,700.0,686.25,0.9493564367294312,0.9775747656822205,0,0,1280,720
74,7512,1113,0,166,58,1180.0,33.75,0.9488386511802673,0.9638726711273193,0,0,1280,720
75,49066,128,39,110,466,180.0,168.75,0.9488102197647095,0.9779854416847229,0,0,1280,720
76,245,1164,569,18,15,1180.0,573.75,0.9454500079154968,0.9878048896789551,0,0,1280,720
77,3360,1069,653,89,66,1140.0,708.75,0.945270299911499,0.9709677696228027,0,0,1280,720
78,1011,872,688,35,31,900.0,708.75,0.9449113607406616,0.9882006049156189,0,0,1280,720
79,4841,254,633,82,86,300.0,708.75,0.9431506395339966,0.9626471996307373,0,0,1280,720
80,32266,128,39,71,466,180.0,78.75,0.9430615901947021,0.9644355177879333,0,0,1280,720
81,220,570,142,13,17,580.0,146.25,0.9427047371864319,0.9818181991577148,0,0,1280,720
82,2329,635,673,62,46,660.0,686.25,0.9421567916870117,0.9792020320892334,0,0,1280,720
83,1451,4,606,36,49,20.0,641.25,0.9412521719932556,0.9675456285476685,0,0,1280,720
84,813,247,614,56,16,300.0,618.75,0.941010594367981,0.972154974937439,0,0,1280,720
85,3940,901,77,78,135,940.0,191.25,0.940453052520752,0.9673560857772827,0,0,1280,720
86,2743,471,652,54,67,500.0,708.75,0.9403536915779114,0.9553731083869934,0,0,1280,720
87,6449,130,371,65,102,140.0,461.25,0.9393779635429382,0.9572727084159851,0,0,1280,720
88,328,1021,586,20,22,1020.0,596.25,0.9392657279968262,0.9878048896789551,0,0,1280,720
89,972,804,645,31,42,820.0,663.75,0.9385251402854919,0.9806910753250122,0,0,1280,720
90,694,602,650,31,30,620.0,663.75,0.9378482699394226,0.9799138903617859,0,0,1280,720
91,4960,130,40,66,76,140.0,78.75,0.937684178352356,0.9620353579521179,0,0,1280,720
92,3037,776,646,69,73,820.0,686.25,0.937106728553772,0.9510151743888855,0,0,1280,720
93,3994,620,25,19,379,620.0,303.75,0.9361782073974609,0.9524158239364624,0,0,1280,720
94,2769,929,515,105,74,1020.0,551.25,0.9360471367835999,0.9639448523521423,0,0,1280,720
95,1327,1170,685,46,34,1180.0,708.75,0.935174286365509,0.9717261791229248,0,0,1280,720
96,1228,1093,653,35,41,1100.0,686.25,0.9351183772087097,0.9735152721405029,0,0,1280,720
97,714,1069,698,43,21,1100.0,708.75,0.933127760887146,0.9819193482398987,0,0,1280,720
98,3178,84,618,59,101,100.0,663.75,0.9322367310523987,0.9596052765846252,0,0,1280,720
99,8402,30,613,113,106,60.0,663.75,0.9322296380996704,0.9728778004646301,0,0,1280,720
100,66615,0,29,193,521,100.0,483.75,0.932002067565918,0.963972806930542,0,0,1280,720
101,1207,5,0,47,26,20.0,11.25,0.9314547181129456,0.9860082268714905,0,0,1280,720
102,829,337,458,67,13,340.0,461.25,0.9295834898948669,0.9797136187553406,0,0,1280,720
103,304,1096,546,29,14,1100.0,551.25,0.9290791153907776,0.9901639223098755,0,0,1280,720
104,3030,902,395,117,48,940.0,416.25,0.9276163578033447,0.9672821760177612,0,0,1280,720
105,2013,1093,653,37,65,1100.0,686.25,0.9245374202728271,0.9613880515098572,0,0,1280,720
106,67772,0,0,1279,447,340.0,11.25,0.9241979122161865,0.9565712809562683,0,0,1280,720
107,602,449,530,17,44,460.0,551.25,0.9226639270782471,0.972176730632782,0,0,1280,720
108,3905,517,404,114,67,540.0,416.25,0.9225960969924927,0.9523809552192688,0,0,1280,720
109,2422,4,0,95,28,20.0,11.25,0.9224163293838501,0.962210476398468,0,0,1280,720
110,1919,587,671,44,48,620.0,686.25,0.9201595187187195,0.9615778923034668,0,0,1280,720
111,348,604,568,31,13,620.0,573.75,0.9199508428573608,0.9942528605461121,0,0,1280,720
112,230,572,537,19,14,580.0,551.25,0.9197366833686829,0.9869565367698669,0,0,1280,720
113,6702,517,380,155,170,540.0,416.25,0.9188299179077148,0.9520058631896973,0,0,1280,720
114,7593,1249,266,30,287,1260.0,326.25,0.9182108044624329,0.9719735383987427,0,0,1280,720
115,5315,28,613,77,106,60.0,686.25,0.9165884852409363,0.9506241083145142,0,0,1280,720
116,2628,1071,653,60,65,1100.0,708.75,0.9160054922103882,0.9584261178970337,0,0,1280,720
117,297,438,568,27,13,460.0,573.75,0.9154216647148132,0.9700000286102295,0,0,1280,720
118,3093,971,651,80,68,1020.0,708.75,0.9135290384292603,0.9694656729698181,0,0,1280,720
119,2585,1109,0,46,62,1140.0,33.75,0.9131461381912231,0.9611173868179321,0,0,1280,720
120,3898,902,395,118,105,940.0,416.25,0.9093824625015259,0.9632241725921631,0,0,1280,720
121,295,692,119,27,13,700.0,123.75,0.9091203212738037,0.970099687576294,0,0,1280,720
122,5069,196,634,139,85,260.0,686.25,0.906875491142273,0.9544405937194824,0,0,1280,720
123,5686,1058,0,95,63,1100.0,56.25,0.9060211181640625,0.9610794186592102,0,0,1280,720
124,3106,263,643,62,76,300.0,663.75,0.9034879207611084,0.9549322128295898,0,0,1280,720
125,4630,337,67,66,404,380.0,101.25,0.8988176584243774,0.9535766839981079,0,0,1280,720
126,92,735,498,6,15,740.0,506.25,0.8976260423660278,0.978723406791687,0,0,1280,720
127,668,927,492,33,38,940.0,506.25,0.8963453769683838,0.9648609161376953,0,0,1280,720
128,491,578,502,15,39,580.0,506.25,0.894349992275238,0.9658634662628174,0,0,1280,720
129,6172,875,375,170,181,940.0,416.25,0.8939840793609619,0.9529467821121216,0,0,1280,720
130,1490,783,69,204,11,980.0,78.75,0.8880231976509094,0.9597359895706177,0,0,1280,720
131,1670,895,419,190,38,980.0,438.75,0.8870776891708374,0.9542521834373474,0,0,1280,720
132,431,968,496,56,17,1020.0,506.25,0.8838906288146973,0.956818163394928,0,0,1280,720
133,467,1130,472,53,32,1140.0,483.75,0.8819113373756409,0.9579831957817078,0,0,1280,720
