id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
90,69886,0,0,1279,467,340.0,11.25,0.9347232580184937,0.9643630981445312,0,0,1280,720
91,2998,549,365,45,104,580.0,393.75,0.9340053796768188,0.9703850150108337,0,0,1280,720
92,348,571,349,25,18,580.0,348.75,0.9319790601730347,0.9634831547737122,0,0,1280,720
93,3905,399,75,83,313,420.0,213.75,0.9319449663162231,0.9673120379447937,0,0,1280,720
94,2323,636,676,67,43,700.0,708.75,0.9315435886383057,0.971149742603302,0,0,1280,720
95,5044,54,615,90,104,100.0,641.25,0.931428074836731,0.9580664038658142,0,0,1280,720
96,446,400,184,19,27,420.0,191.25,0.9297321438789368,0.9844789505004883,0,0,1280,720
97,307,415,365,25,18,420.0,371.25,0.9281765818595886,0.971061110496521,0,0,1280,720
98,467,450,514,31,31,460.0,528.75,0.9276521801948547,0.9745222926139832,0,0,1280,720
99,501,613,546,17,33,620.0,551.25,0.9271479845046997,0.9822485446929932,0,0,1280,720
100,783,917,699,47,20,940.0,708.75,0.9263174533843994,0.9734848737716675,0,0,1280,720
101,769,1178,659,39,24,1180.0,663.75,0.9258648753166199,0.9681934118270874,0,0,1280,720
102,2602,395,384,62,66,420.0,438.75,0.9252620339393616,0.9614220857620239,0,0,1280,720
103,2610,396,384,63,114,420.0,416.25,0.9244411587715149,0.9645149111747742,0,0,1280,720
104,320,908,475,42,11,940.0,483.75,0.9242770075798035,0.9720497131347656,0,0,1280,720
105,1498,1170,683,49,36,1180.0,708.75,0.924037516117096,0.9652459025382996,0,0,1280,720
106,404,600,382,25,22,620.0,393.75,0.9238045811653137,0.970802903175354,0,0,1280,720
107,2493,164,0,70,46,220.0,33.75,0.9234453439712524,0.9624654054641724,0,0,1280,720
108,2137,808,645,49,73,820.0,686.25,0.9219127893447876,0.9591743350028992,0,0,1280,720
109,67132,0,32,131,520,20.0,483.75,0.921332597732544,0.9761953353881836,0,0,1280,720
110,820,704,697,47,22,740.0,708.75,0.9212313294410706,0.9592326283454895,0,0,1280,720
111,499,414,525,18,36,420.0,551.25,0.9204766154289246,0.9880478382110596,0,0,1280,720
112,735,605,652,30,30,620.0,663.75,0.9185118079185486,0.9535192847251892,0,0,1280,720
113,4619,341,69,50,404,380.0,326.25,0.9172220826148987,0.9511731266975403,0,0,1280,720
114,310,1138,380,22,18,1140.0,393.75,0.9170296788215637,0.9746031761169434,0,0,1280,720
115,67284,0,33,192,519,100.0,438.75,0.9163081645965576,0.9704315662384033,0,0,1280,720
116,603,759,567,23,40,780.0,573.75,0.9147562980651855,0.9658536314964294,0,0,1280,720
117,18082,199,48,43,422,220.0,416.25,0.9147120714187622,0.9672747254371643,0,0,1280,720
118,3010,199,48,42,72,220.0,78.75,0.9134569764137268,0.9838550090789795,0,0,1280,720
119,493,414,516,48,44,420.0,528.75,0.9127491116523743,0.9859437942504883,0,0,1280,720
120,8820,0,179,127,72,100.0,191.25,0.9108611345291138,0.9557815790176392,0,0,1280,720
121,5234,866,356,63,184,900.0,393.75,0.9108421802520752,0.9538174867630005,0,0,1280,720
122,2458,866,374,63,64,900.0,393.75,0.9103604555130005,0.97079998254776,0,0,1280,720
123,8337,1154,61,114,74,1180.0,123.75,0.9088005423545837,0.9579231142997742,0,0,1280,720
124,1968,1108,463,59,42,1140.0,483.75,0.9077582955360413,0.9513406157493591,0,0,1280,720
125,32540,130,42,107,465,180.0,123.75,0.9065526723861694,0.9627034068107605,0,0,1280,720
126,7389,1150,0,129,58,1180.0,11.25,0.9054641127586365,0.9750736951828003,0,0,1280,720
127,164,1123,458,28,6,1140.0,461.25,0.9050720930099487,0.9878787994384766,0,0,1280,720
128,1576,883,444,38,69,900.0,461.25,0.9041679501533508,0.9632856249809265,0,0,1280,720
129,37188,1144,132,118,386,1180.0,438.75,0.902823805809021,0.9515377283096313,0,0,1280,720
130,3820,910,471,71,102,940.0,506.25,0.9019755125045776,0.9507653117179871,0,0,1280,720
131,2416,284,648,50,71,300.0,708.75,0.9012835621833801,0.9512293338775635,0,0,1280,720
132,273,696,120,24,14,700.0,123.75,0.8973390460014343,0.9714285731315613,0,0,1280,720
133,319,896,355,21,18,900.0,371.25,0.8954086899757385,0.9659442901611328,0,0,1280,720
134,2514,561,492,76,61,620.0,528.75,0.8923037648200989,0.9517697691917419,0,0,1280,720
135,32415,130,41,71,466,180.0,101.25,0.8903589248657227,0.9680196642875671,0,0,1280,720
136,859,419,375,66,34,460.0,393.75,0.8875157237052917,0.9514672756195068,0,0,1280,720
137,2095,552,585,96,40,580.0,596.25,0.8859770894050598,0.9530887007713318,0,0,1280,720
138,9750,393,176,101,394,420.0,551.25,0.8855104446411133,0.9509509801864624,0,0,1280,720
139,322,540,557,15,28,540.0,573.75,0.8827893137931824,0.963302731513977,0,0,1280,720
